School,City,Region,Applied,Admitted,Enrolled
ALPHARETTA HIGH SCHOOL,Alpharetta,GA,25.0,6.0,0.0
ALPINE ACADEMY,Erda,UT,0.0,0.0,0.0
ALPINE HIGH SCHOOL,Alpine,TX,0.0,0.0,0.0
ALSION MONTESSORI MIDDLE/HIGH,Fremont,Alameda,11.0,10.0,5.0
ALTA HIGH SCHOOL,Sandy,UT,10.0,7.0,0.0
ALTA LOMA HIGH SCHOOL,Alta Loma,San Bernardino,120.0,82.0,41.0
ALTA VISTA ALTERNATIVE HS,Santa Barbara,Santa Barbara,11.0,5.0,0.0
ALTA VISTA CHARTER SCHOOL,Kansas City,MO,0.0,0.0,0.0
ALTA VISTA EARLY COLLEGE HS,Anthony,NM,0.0,0.0,0.0
ALTA VISTA INNOVATION HIGH,Hesperia,San Bernardino,0.0,0.0,0.0
ALTAMONT SCHOOL,Birmingham,AL,0.0,0.0,0.0
ALTERNATIVE FAMILY EDUCATION,Santa Cruz,Santa Cruz,0.0,0.0,0.0
ALTERNATIVES IN ACTION HS,Oakland,Alameda,12.0,6.0,0.0
ALTOONA AREA SENIOR HS,Altoona,PA,0.0,0.0,0.0
ALTOONA HIGH SCHOOL,Altoona,WI,0.0,0.0,0.0
ALTUS SCHOOLS EAST COUNTY,El Cajon,San Diego,0.0,0.0,0.0
ALVIN HIGH SCHOOL,Alvin,TX,0.0,0.0,0.0
ALVIRNE HIGH SCHOOL,Hudson,NH,0.0,0.0,0.0
AM LEADERSHIP ACAD GILBERT NORTH,Gilbert,AZ,0.0,0.0,0.0
AM LEADERSHIP ACAD IRONWOOD 7-,Queen Creek,AZ,0.0,0.0,0.0
AM LEADERSHIP ACAD QUEEN CREEK,Queen Creek,AZ,0.0,0.0,0.0
AM LEADERSHIP ACADEMY VIRTUAL,Mesa,AZ,0.0,0.0,0.0
AMADOR HIGH SCHOOL,Sutter Creek,Amador,23.0,15.0,7.0
AMADOR VALLEY HIGH SCHOOL,Pleasanton,Alameda,393.0,323.0,141.0
AMBASSADOR HIGH SCHOOL,Torrance,Los Angeles,11.0,7.0,4.0
AMBASSADOR SCHL GLOBAL LDRSHP,Los Angeles,Los Angeles,29.0,23.0,11.0
AMBROSE SCHOOL,Meridian,ID,0.0,0.0,0.0
AMELIA EARHART HIGH SCHOOL,North Hollywood,Los Angeles,0.0,0.0,0.0
AMERICAN ACADEMY FOR GIRLS,nan,nan,0.0,0.0,0.0
AMERICAN ACADEMY IN TBILISI,nan,nan,0.0,0.0,0.0
AMERICAN ACADEMY LARNACA,nan,nan,0.0,0.0,0.0
AMERICAN ACADEMY SCHOOL,nan,nan,0.0,0.0,0.0
AMERICAN CANYON HIGH SCHOOL,American Canyon,Napa,120.0,71.0,38.0
AMERICAN CMNTY SCHOOL ATHENS,nan,nan,0.0,0.0,0.0
AMERICAN CMTY SCH OF ABU DHABI,nan,nan,19.0,14.0,0.0
AMERICAN COLLEGE OF SOFIA,nan,nan,0.0,0.0,0.0
AMERICAN COLLEGIATE INSTITUTE,nan,nan,18.0,10.0,0.0
AMERICAN COMMUNITY SCHL-AMMAN,nan,nan,0.0,0.0,0.0
AMERICAN COMMUNITY SCHOOL AT B,nan,nan,6.0,4.0,0.0
AMERICAN COOPERATIVE SCHOOL,nan,nan,0.0,0.0,0.0
AMERICAN CREATIVITY ACADEMY,nan,nan,21.0,15.0,9.0
AMERICAN EMBASSY SCHOOL,nan,nan,16.0,10.0,3.0
AMERICAN ENGLISH ACADEMY,nan,nan,0.0,0.0,0.0
AMERICAN EXCELLENCE SCHOOL,nan,nan,0.0,0.0,0.0
AMERICAN FORK HIGH SCHOOL,American Fork,UT,0.0,0.0,0.0
AMERICAN HERITAGE SCHOOL,Plantation,FL,46.0,32.0,4.0
AMERICAN HERITAGE-BOCA/DELRAY,Delray Beach,FL,26.0,14.0,3.0
AMERICAN HIGH SCHOOL,Plantation,FL,0.0,0.0,0.0
AMERICAN HIGH SCHOOL,Fremont,Alameda,369.0,298.0,144.0
AMERICAN HISTORY HIGH SCHOOL,Newark,NJ,0.0,0.0,0.0
AMERICAN INTERNATIONAL SCHOOL,nan,nan,0.0,0.0,0.0
AMERICAN INTERNATIONAL SCHOOL,nan,nan,0.0,0.0,0.0
AMERICAN INTERNATIONAL SCHOOL,nan,nan,6.0,0.0,0.0
AMERICAN INTERNATIONAL SCHOOL,nan,nan,0.0,0.0,0.0
AMERICAN INTERNATIONAL SCHOOL,nan,nan,7.0,5.0,0.0
AMERICAN INTERNATIONAL SCHOOL,nan,nan,17.0,7.0,3.0
AMERICAN INTERNATIONAL SCHOOL,nan,nan,0.0,0.0,0.0
AMERICAN INTERNATIONAL SCHOOL,nan,nan,9.0,7.0,0.0
AMERICAN INTERNATIONAL SCHOOL,nan,nan,0.0,0.0,0.0
AMERICAN INTL SCH ABU DHABI,nan,nan,0.0,0.0,0.0
AMERICAN INTL SCH BUCHAREST,nan,nan,0.0,0.0,0.0
AMERICAN INTL SCH JOHANNESBURG,nan,nan,7.0,3.0,0.0
AMERICAN INTL SCH OF GUANGZHOU,nan,nan,12.0,10.0,0.0
AMERICAN INTL SCH OF LAGOS,nan,nan,0.0,0.0,0.0
AMERICAN INTL SCH OF LUSAKA,nan,nan,0.0,0.0,0.0
AMERICAN INTL SCHOOL BUDAPEST,nan,nan,13.0,7.0,0.0
AMERICAN INTL SCHOOL CAPETOWN,nan,nan,0.0,0.0,0.0
AMERICAN INTL SCHOOL CHENNAI,nan,nan,0.0,0.0,0.0
AMERICAN INTL SCHOOL DHAKA,nan,nan,6.0,4.0,0.0
AMERICAN INTL SCHOOL RIYADH,nan,nan,15.0,10.0,0.0
AMERICAN INTL SCHOOL VIENNA,nan,nan,7.0,0.0,0.0
AMERICAN INTRNTL SCHOOL JEDDAH,nan,nan,9.0,6.0,0.0
AMERICAN INTRNTL SCHOOL MUSCAT,nan,nan,0.0,0.0,0.0
AMERICAN LEADERSHIP ACADEMY,Spanish Fork,UT,0.0,0.0,0.0
AMERICAN LEGION HIGH SCHOOL,Sacramento,Sacramento,0.0,0.0,0.0
AMERICAN MILIART ACA,Manassas,VA,0.0,0.0,0.0
AMERICAN NICARAGUAN SCHOOL,nan,nan,0.0,0.0,0.0
AMERICAN OVERSEAS SCHOOL ROME,nan,nan,0.0,0.0,0.0
AMERICAN PACIFIC INTERNATIONAL,nan,nan,0.0,0.0,0.0
AMERICAN PREP ACADEMY DRAPER ,Draper,UT,0.0,0.0,0.0
AMERICAN PUBLIC UNIV SYSTEM,Charles Twn,WV,0.0,0.0,0.0
AMERICAN SCH FNDTN MONTERREY,nan,nan,15.0,5.0,0.0
AMERICAN SCH OF BELO HORIZONTE,nan,nan,0.0,0.0,0.0
AMERICAN SCH PUERTO VALLARTA,nan,nan,0.0,0.0,0.0
AMERICAN SCHOOL DHAHRAN,nan,nan,13.0,4.0,0.0
AMERICAN SCHOOL FOUNDATION AC,nan,nan,19.0,10.0,0.0
AMERICAN SCHOOL GUADALAJARA,nan,nan,0.0,0.0,0.0
AMERICAN SCHOOL IN LONDON,nan,nan,9.0,6.0,0.0
AMERICAN SCHOOL IN SWITZERLAND,nan,nan,6.0,5.0,0.0
AMERICAN SCHOOL IN TAICHUNG,nan,nan,0.0,0.0,0.0
AMERICAN SCHOOL OF ASUNCION,nan,nan,0.0,0.0,0.0
AMERICAN SCHOOL OF BANGKOK,nan,nan,0.0,0.0,0.0
AMERICAN SCHOOL OF BARCELONA,nan,nan,0.0,0.0,0.0
AMERICAN SCHOOL OF BOMBAY,nan,nan,20.0,15.0,3.0
AMERICAN SCHOOL OF BRASILIA,nan,nan,0.0,0.0,0.0
AMERICAN SCHOOL OF CAMPINAS,nan,nan,5.0,3.0,0.0
AMERICAN SCHOOL OF DOHA,nan,nan,34.0,19.0,0.0
AMERICAN SCHOOL OF GUATEMALA,nan,nan,0.0,0.0,0.0
AMERICAN SCHOOL OF KINSHASA,nan,nan,0.0,0.0,0.0
AMERICAN SCHOOL OF KUWAIT,nan,nan,20.0,12.0,3.0
AMERICAN SCHOOL OF MADRID,nan,nan,6.0,3.0,0.0
AMERICAN SCHOOL OF MARRAKESH,nan,nan,0.0,0.0,0.0
AMERICAN SCHOOL OF MILAN,nan,nan,8.0,4.0,0.0
AMERICAN SCHOOL OF PARIS,nan,nan,18.0,10.0,0.0
AMERICAN SCHOOL OF TANGIER,nan,nan,0.0,0.0,0.0
AMERICAN SCHOOL OF THE HAGUE,nan,nan,0.0,0.0,0.0
AMERICAN SCHOOL OF WARSAW,nan,nan,0.0,0.0,0.0
AMERICAN SCHOOL TEGUCIGALPA,nan,nan,0.0,0.0,0.0
AMERICAN STANDARD INTRNTNL SCH,nan,nan,0.0,0.0,0.0
AMERICAN UNITED SCHOOL OF KUWA,nan,nan,0.0,0.0,0.0
AMERICAN-BRITISH ACADEMY,nan,nan,9.0,6.0,3.0
AMERICAS FINEST CHARTER SCHOOL,San Diego,San Diego,0.0,0.0,0.0
AMERICAS HIGH SCHOOL,El Paso,TX,0.0,0.0,0.0
AMES HIGH SCHOOL,Ames,IA,12.0,6.0,0.0
AMHERST CENTRAL HIGH SCHOOL,Amherst,NY,0.0,0.0,0.0
AMHERST COUNTY HIGH SCHOOL,Amherst,VA,0.0,0.0,0.0
AMHERST REGIONAL HIGH SCHOOL,Amherst,MA,9.0,5.0,0.0
AMITY GLOBAL SCHOOL-GURGAON,nan,nan,0.0,0.0,0.0
AMITY INTERNATIONAL SCHOOL NOI,nan,nan,0.0,0.0,0.0
AMITY INTRNTL SCHL MAYUR VIHAR DELH,nan,nan,5.0,0.0,0.0
AMITY INTRNTL SCHL PUSHP VIHAR,nan,nan,0.0,0.0,0.0
AMITY INTRNTL SCHOOL-SAKET,nan,nan,0.0,0.0,0.0
AMITY INTRNTL SCHOOL-SEC 43 GURGAON,nan,nan,0.0,0.0,0.0
AMITY INTRNTL SCHOOL-SEC 46 GURGAON,nan,nan,7.0,3.0,0.0
AMITY REGIONAL HIGH SCHOOL,Woodbridge,CT,14.0,5.0,0.0
AMMAN BACCALAUREATE SCHOOL,nan,nan,7.0,5.0,0.0
AMMAN BAPTIST SCHOOL,nan,nan,0.0,0.0,0.0
AMMAN NATIONAL SCHOOL,nan,nan,0.0,0.0,0.0
AMOS ALONZO STAGG HIGH SCHOOL,Palos Hills,IL,7.0,6.0,0.0
AMOS ALONZO STAGG HIGH SCHOOL,Stockton,San Joaquin,30.0,23.0,9.0
AMPHITHEATER HIGH SCHOOL,Tucson,AZ,0.0,0.0,0.0
AMPLUS ACADEMY,Las Vegas,NV,5.0,3.0,0.0
AMSTERDAM INTRNTL COMMUNITY SC,nan,nan,0.0,0.0,0.0
AMUNDSEN HIGH SCHOOL,Chicago,IL,6.0,3.0,0.0
ANACAPA SCHOOL,Santa Barbara,Santa Barbara,0.0,0.0,0.0
ANACORTES HIGH SCHOOL,Anacortes,WA,5.0,3.0,0.0
ANAHEIM DISC CHRISTIAN J/S HS,Anaheim,Orange,6.0,6.0,3.0
ANAHEIM HIGH SCHOOL,Anaheim,Orange,136.0,86.0,29.0
ANAHUACALMECAC INTRL UNIV PREP,Los Angeles,Los Angeles,13.0,12.0,6.0
ANALY HIGH SCHOOL,Sebastopol,Sonoma,81.0,51.0,28.0
ANAMOSA HIGH SCHOOL,Anamosa,IA,0.0,0.0,0.0
ANAND NIKETAN INTERNATIONAL,nan,nan,11.0,5.0,0.0
ANCHOR BAY HIGH SCHOOL,Fair Haven,MI,0.0,0.0,0.0
ANCLOTE HIGH SCHOOL,Holiday,FL,0.0,0.0,0.0
ANDALUS INTERNATIONAL SCHOOL A,nan,nan,0.0,0.0,0.0
ANDERSON COUNTY HIGH SCHOOL,Clinton,TN,0.0,0.0,0.0
ANDERSON HIGH SCHOOL,Cincinnati,OH,0.0,0.0,0.0
ANDERSON NEW TECHNOLOGY HIGH S,Anderson,Shasta,0.0,0.0,0.0
ANDERSON SERANGOON JUNIOR COLG,nan,nan,0.0,0.0,0.0
ANDERSON UNION HIGH SCHOOL,Anderson,Shasta,5.0,4.0,0.0
ANDERSON VALLEY HIGH SCHOOL,Boonville,Mendocino,0.0,0.0,0.0
ANDOVER HIGH SCHOOL,Andover,KS,0.0,0.0,0.0
ANDOVER HIGH SCHOOL,Andover,MA,32.0,16.0,0.0
ANDOVER HIGH SCHOOL,Andover,MN,0.0,0.0,0.0
ANDRESS HIGH SCHOOL,El Paso,TX,0.0,0.0,0.0
ANDREW P HILL HIGH SCHOOL,San Jose,Santa Clara,52.0,41.0,14.0
ANDREWS OSBORNE ACADEMY,Willoughby,OH,0.0,0.0,0.0
ANGELO RODRIGUEZ HIGH SCHOOL,Fairfield,Solano,180.0,109.0,54.0
ANGELS INTERNATIONAL COLLEGE,nan,nan,0.0,0.0,0.0
ANGLETON HIGH SCHOOL,Angleton,TX,0.0,0.0,0.0
ANGLICAN CHURCH GRAMMAR SCHOOL,nan,nan,0.0,0.0,0.0
ANGLO AMERICAN SCHOOL OF SOFIA,nan,nan,0.0,0.0,0.0
ANGLO SINGAPORE INTERNATIONAL,nan,nan,0.0,0.0,0.0
ANGLO-CHINESE SCHOOL INDEPENDENT,nan,nan,44.0,14.0,0.0
ANGLOPHONE BRITISH CURC INT SC,nan,nan,0.0,0.0,0.0
ANIMAS HIGH SCHOOL,Durango,CO,0.0,0.0,0.0
ANIMO COMPTON CHARTER SCHOOL,Los Angeles,Los Angeles,8.0,6.0,0.0
ANIMO CTY CHAMPIONS CHARTER HS,Inglewood,Los Angeles,24.0,16.0,4.0
ANIMO INGLEWOOD CHARTER HS,Inglewood,Los Angeles,77.0,58.0,32.0
ANIMO JACKIE ROBINSON CHRT SCH,Los Angeles,Los Angeles,81.0,74.0,31.0
ANIMO LEADERSHIP CHARTER HS,Inglewood,Los Angeles,90.0,82.0,33.0
ANIMO PAT BROWN CHARTER HS,Los Angeles,Los Angeles,94.0,88.0,28.0
ANIMO RALPH BUNCHE CHARTER HS,Los Angeles,Los Angeles,42.0,29.0,11.0
ANIMO S LOS ANGELES CHARTER HS,Los Angeles,Los Angeles,111.0,39.0,8.0
ANIMO VENICE CHARTER HS,Venice,Los Angeles,33.0,24.0,10.0
ANIMO WATTS COLLGE PREP ACDMY,Los Angeles,Los Angeles,47.0,41.0,12.0
ANKENY HIGH SCHOOL,Ankeny,IA,0.0,0.0,0.0
ANN SOBRATO HIGH SCHOOL,Morgan Hill,Santa Clara,120.0,92.0,45.0
ANNANDALE HIGH SCHOOL,Annandale,VA,6.0,4.0,0.0
ANNAPOLIS SENIOR HIGH SCHOOL,Annapolis,MD,8.0,6.0,0.0
ANNIE WRIGHT SCHOOL,Tacoma,WA,30.0,22.0,9.0
ANOKA HIGH SCHOOL,Anoka,MN,0.0,0.0,0.0
ANTELOPE HIGH SCHOOL,Antelope,Sacramento,105.0,68.0,35.0
ANTELOPE VALLEY HIGH SCHOOL,Lancaster,Los Angeles,42.0,27.0,10.0
ANTIGUA INTERNATIONAL SCHOOL,nan,nan,0.0,0.0,0.0
ANTIOCH HIGH SCHOOL,Antioch,Contra Costa,39.0,29.0,15.0
ANTONIAN COLLEGE PREPARATORY H,San Antonio,TX,5.0,0.0,0.0
ANTWERP INTERNATIONAL SCHOOL,nan,nan,0.0,0.0,0.0
ANZAR HIGH SCHOOL,San Juan Bautista,San Benito,13.0,10.0,0.0
AOBA-JAPAN INTERNATIONAL SCHL,nan,nan,0.0,0.0,0.0
APEX FRIENDSHIP HIGH SCHOOL,Apex,NC,8.0,4.0,0.0
APEX HIGH SCHOOL,Apex,NC,0.0,0.0,0.0
APEX LEARNING,Seattle,WA,0.0,0.0,0.0
APL GLOBAL SCHOOL,nan,nan,9.0,6.0,0.0
APOLLO HIGH SCHOOL,Owensboro,KY,0.0,0.0,0.0
APOLLO HIGH SCHOOL,Glendale,AZ,5.0,3.0,0.0
APOPKA HIGH SCHOOL,Apopka,FL,0.0,0.0,0.0
APOSTLES LUTHERAN SCHOOL,San Jose,Santa Clara,7.0,5.0,0.0
APPLE VALLEY CHRISTIAN ACADEMY,Apple Valley,San Bernardino,0.0,0.0,0.0
APPLE VALLEY HIGH SCHOOL,Apple Valley,MN,0.0,0.0,0.0
APPLE VALLEY HIGH SCHOOL,Apple Valley,San Bernardino,66.0,54.0,30.0
APPLEBY COLLEGE,nan,nan,41.0,24.0,5.0
APPLETON NORTH HIGH SCHOOL,Appleton,WI,6.0,4.0,0.0
APPLETON WEST HIGH SCHOOL,Appleton,WI,0.0,0.0,0.0
APPLIED TECHNOLOGY CENTER,Montebello,Los Angeles,32.0,23.0,10.0
APPLIED TECHNOLOGY HIGH SCHOOL,Paramus,NJ,0.0,0.0,0.0
APPLIED TECHNOLOGY HIGH SCHOOL,nan,nan,0.0,0.0,0.0
APPOMATTOX REG GOV ARTS & TECH,Petersburg,VA,0.0,0.0,0.0
APPOQUINIMINK HIGH SCHOOL,Middletown,DE,0.0,0.0,0.0
APTOS HIGH SCHOOL,Aptos,Santa Cruz,75.0,57.0,25.0
APU AMERICAN INTERNATIONAL SCH,nan,nan,0.0,0.0,0.0
AQUINAS AMERICAN SCHOOL,nan,nan,0.0,0.0,0.0
AQUINAS HIGH SCHOOL,Augusta,GA,0.0,0.0,0.0
AQUINAS HIGH SCHOOL,La Crosse,WI,0.0,0.0,0.0
AQUINAS HIGH SCHOOL,San Bernardino,San Bernardino,66.0,53.0,31.0
AQUINAS INSTITUTE ROCHESTER,Rochester,NY,0.0,0.0,0.0
AQUINAS INTERNATIONAL ACADEMY,Ontario,San Bernardino,71.0,60.0,29.0
ARABIA MOUNTAIN HIGH SCHOOL,Lithonia,GA,0.0,0.0,0.0
ARAGON HIGH SCHOOL,San Mateo,San Mateo,254.0,169.0,72.0
ARAPAHOE HIGH SCHOOL,Centennial,CO,26.0,15.0,0.0
ARAPAHOE RIDGE HIGH SCHOOL,Boulder,CO,0.0,0.0,0.0
ARBOR VIEW HIGH SCHOOL,Las Vegas,NV,12.0,4.0,0.0
ARCADIA HIGH SCHOOL,Phoenix,AZ,25.0,19.0,0.0
ARCADIA HIGH SCHOOL,Oak Hall,VA,0.0,0.0,0.0
ARCADIA HIGH SCHOOL,Arcadia,Los Angeles,470.0,370.0,189.0
ARCATA HIGH SCHOOL,Arcata,Humboldt,51.0,41.0,24.0
ARCHBISHOP ALTER HIGH SCHOOL,Kettering,OH,0.0,0.0,0.0
ARCHBISHOP CARROLL HIGH SCHOOL,Washington,DC,0.0,0.0,0.0
ARCHBISHOP CURLEY HIGH SCHOOL,Baltimore,MD,0.0,0.0,0.0
ARCHBISHOP EDWARD MCCARTHY HIGH SCH,Southwest Ranch,FL,9.0,4.0,0.0
ARCHBISHOP HOBAN HIGH SCHOOL,Akron,OH,0.0,0.0,0.0
ARCHBISHOP MACDONALD HS,nan,nan,0.0,0.0,0.0
ARCHBISHOP MITTY HIGH SCHOOL,San Jose,Santa Clara,295.0,204.0,78.0
ARCHBISHOP MOLLOY HIGH SCHOOL,Briarwood,NY,5.0,0.0,0.0
ARCHBISHOP MURPHY HIGH SCHOOL,Everett,WA,9.0,7.0,0.0
ARCHBISHOP RIORDAN HIGH SCHOOL,San Francisco,San Francisco,131.0,92.0,48.0
ARCHBISHOP RUMMEL HIGH SCHOOL,Metairie,LA,0.0,0.0,0.0
ARCHBISHOP RYAN HIGH SCHOOL,Philadelphia,PA,0.0,0.0,0.0
ARCHBISHOP SPALDING HS,Severn,MD,0.0,0.0,0.0
ARCHBISHOP STEPINAC HS,White Plains,NY,0.0,0.0,0.0
ARCHBISHOP WILLIAMS HS,Braintree,MA,10.0,6.0,0.0
ARCHBOLD HIGH SCHOOL,Archbold,OH,0.0,0.0,0.0
ARCHER HIGH SCHOOL,Lawrenceville,GA,0.0,0.0,0.0
ARCHER SCHOOL FOR GIRLS,Los Angeles,Los Angeles,40.0,21.0,5.0
ARCHIE WILLIAMS HIGH SCHOOL,San Anselmo,Marin,161.0,105.0,49.0
ARCHIMEDEAN UPPER CONSERVATORY,Miami,FL,0.0,0.0,0.0
ARCHITECTURE CONSTRUCT ENG HS,Camarillo,Ventura,8.0,6.0,0.0
ARCHMERE ACADEMY,Claymont,DE,0.0,0.0,0.0
ARDEE SCHOOL NEW FRIENDS COLONY,nan,nan,0.0,0.0,0.0
ARDENNE HIGH SCHOOL,nan,nan,0.0,0.0,0.0
ARDINGLY COLLEGE,nan,nan,0.0,0.0,0.0
ARDREY KELL HIGH SCHOOL,Charlotte,NC,31.0,8.0,0.0
ARDSLEY HIGH SCHOOL,Ardsley,NY,9.0,6.0,3.0
ARENA ALTERNATIVE HIGH SCHOOL,El Segundo,Los Angeles,0.0,0.0,0.0
ARETE PREPARATORY ACADEMY,Gilbert,AZ,0.0,0.0,0.0
ARGONAUT HIGH SCHOOL,Jackson,Amador,12.0,8.0,6.0
ARGYLE HIGH SCHOOL,Argyle,TX,0.0,0.0,0.0
ARGYLE SECONDARY SCHOOL,nan,nan,0.0,0.0,0.0
ARISE HIGH SCHOOL,Oakland,Alameda,44.0,23.0,8.0
ARIZONA COLLEGE PREP HIGH SCHO,Chandler,AZ,47.0,31.0,4.0
ARIZONA CONNECTIONS ACADEMY,Gilbert,AZ,0.0,0.0,0.0
ARIZONA CONSERVATORY ARTS ACAD,Phoenix,AZ,0.0,0.0,0.0
ARIZONA SCHOOL FOR THE ARTS,Phoenix,AZ,13.0,7.0,0.0
ARIZONA,nan,AZ,23.0,11.0,0.0
ARKANSAS CONNECTIONS ACADEMY,Bentonville,AR,0.0,0.0,0.0
ARLETA HIGH SCHOOL,Arleta,Los Angeles,26.0,20.0,9.0
ARLICAQ SCHOOL,Akiak,AK,0.0,0.0,0.0
ARLINGTON CAREER CENTER,Arlington,VA,0.0,0.0,0.0
ARLINGTON CATHOLIC HIGH SCHOOL,Arlington,MA,7.0,7.0,0.0
ARLINGTON COLLEGE AND CAREER H,Arlington,TX,0.0,0.0,0.0
ARLINGTON HEIGHTS HIGH SCHOOL,Fort Worth,TX,0.0,0.0,0.0
ARLINGTON HIGH SCH CAREER CTR,Arlington,WA,0.0,0.0,0.0
ARLINGTON HIGH SCHOOL,Arlington,MA,26.0,10.0,0.0
ARLINGTON HIGH SCHOOL,Lagrangeville,NY,0.0,0.0,0.0
ARLINGTON HIGH SCHOOL,Arlington,TN,0.0,0.0,0.0
ARLINGTON HIGH SCHOOL,Arlington,TX,0.0,0.0,0.0
ARLINGTON HIGH SCHOOL,Riverside,Riverside,85.0,61.0,33.0
ARMAND HAMMER UNITED WORLD CLG,Montezuma,NM,10.0,3.0,0.0
ARMENIA,nan,nan,23.0,9.0,3.0
ARMENIAN MESROBIAN HIGH SCHOOL,Pico Rivera,Los Angeles,11.0,8.0,6.0
ARMIJO HIGH SCHOOL,Fairfield,Solano,46.0,29.0,16.0
ARMY AND NAVY ACADEMY,Carlsbad,San Diego,29.0,17.0,12.0
ARNOLD O BECKMAN HIGH SCHOOL,Irvine,Orange,362.0,269.0,140.0
ARROWHEAD CHRISTIAN ACADEMY,Redlands,San Bernardino,15.0,10.0,4.0
ARROWHEAD HIGH SCHOOL,Hartland,WI,14.0,8.0,0.0
ARROWHEAD PARK EARLY COLLEGE H,Las Cruces,NM,0.0,0.0,0.0
ARROYO GRANDE HIGH SCHOOL,Arroyo Grande,San Luis Obispo,111.0,81.0,31.0
ARROYO HIGH SCHOOL,El Monte,Los Angeles,101.0,79.0,46.0
ARROYO HIGH SCHOOL,San Lorenzo,Alameda,135.0,101.0,57.0
ARROYO PACIFIC ACADEMY,Arcadia,Los Angeles,10.0,10.0,8.0
ARROYO VALLEY HIGH SCHOOL,San Bernardino,San Bernardino,164.0,122.0,28.0
ARRUPE JESUIT HIGH SCHOOL,Denver,CO,0.0,0.0,0.0
ARTESIA HIGH SCHOOL,Lakewood,Los Angeles,66.0,43.0,18.0
ARTHUR L JOHNSON HIGH SCHOOL,Clark,NJ,0.0,0.0,0.0
ARTS & ENTERTAINMENT VIRTUAL ACAD,Carson,Los Angeles,5.0,0.0,0.0
ARTS ACADEMY AT BENJAMIN RUSH,Philadelphia,PA,0.0,0.0,0.0
ARTS HIGH SCHOOL,Newark,NJ,0.0,0.0,0.0
ARUNDEL SCHOOL,nan,nan,0.0,0.0,0.0
ARUNDEL SENIOR HIGH SCHOOL,Gambrills,MD,0.0,0.0,0.0
ARVADA WEST HIGH SCHOOL,Arvada,CO,5.0,0.0,0.0
ARVIN HIGH SCHOOL,Arvin,Kern,98.0,74.0,28.0
AS VIDEREGAENDE SKOLE,nan,nan,0.0,0.0,0.0
ASCEND INTERNATIONAL SCHOOL,nan,nan,5.0,4.0,0.0
ASCENSION EPISCOPAL - SUGAR MI,Youngsville,LA,0.0,0.0,0.0
ASCHAM SCHOOL,nan,nan,0.0,0.0,0.0
ASHBOURNE COLLEGE,nan,nan,0.0,0.0,0.0
ASHBROOK SENIOR HIGH SCHOOL,Gastonia,NC,0.0,0.0,0.0
ASHBURY COLLEGE,nan,nan,9.0,5.0,0.0
ASHEVILLE CHRISTIAN ACADEMY,Swannanoa,NC,0.0,0.0,0.0
ASHEVILLE HIGH SCHOOL,Asheville,NC,0.0,0.0,0.0
ASHEVILLE SCHOOL,Asheville,NC,10.0,7.0,0.0
ASHLAND HIGH SCHOOL,Ashland,MA,0.0,0.0,0.0
ASHLAND HIGH SCHOOL,Ashland,OR,15.0,13.0,0.0
ASHLEY HALL,Charleston,SC,0.0,0.0,0.0
ASHLEY RIDGE HIGH SCHOOL,Summerville,SC,0.0,0.0,0.0
ASHWAUBENON HIGH SCHOOL,Green Bay,WI,0.0,0.0,0.0
ASIA AMERICAN INTRNTL ACADEMY,nan,nan,18.0,14.0,4.0
ASIA PACIFIC INTERNATIONAL SCH,Hauula,HI,7.0,5.0,0.0
ASIA PACIFIC INTERNATIONAL SCH,nan,nan,17.0,15.0,0.0
ASIAN SCHOOL,nan,nan,0.0,0.0,0.0
ASOCIACION ESCUELAS LINCOLN,nan,nan,6.0,4.0,0.0
ASPEN HIGH SCHOOL,Aspen,CO,19.0,11.0,5.0
ASPENGROVE SCHOOL,nan,nan,0.0,0.0,0.0
ASPIRE ALEXANDER TWILIGHT SCND,Sacramento,Sacramento,14.0,12.0,4.0
ASPIRE BENJAMIN HOLT COLG PREP,Stockton,San Joaquin,70.0,60.0,22.0
ASPIRE GOLDEN STATE PREP ACADEMY,Oakland,Alameda,29.0,14.0,3.0
ASPIRE LANGSTON HUGHES ACADEMY,Stockton,San Joaquin,28.0,20.0,6.0
ASPIRE LIONEL WILSON COLG PREP,Oakland,Alameda,18.0,14.0,6.0
ASPIRE OLLIN UNIV PREP ACDMY,Huntington Park,Los Angeles,31.0,29.0,14.0
ASPIRE PACIFIC ACADEMY,Huntington Park,Los Angeles,42.0,30.0,8.0
ASPIRE RICHMOND CA COLG PREP,Richmond,Contra Costa,48.0,35.0,18.0
ASPIRE VANGUARD COL PREP ACAD,Modesto,Stanislaus,26.0,24.0,4.0
ASSETS HIGH SCHOOL,Honolulu,HI,0.0,0.0,0.0
ASSOCIACAO EDUCACIONAL ESCOLA,nan,nan,0.0,0.0,0.0
ASSOCIATION INTERNATIONAL SCHL,nan,nan,0.0,0.0,0.0
ASSUMPTION HIGH SCHOOL,Davenport,IA,0.0,0.0,0.0
ASSUMPTION HIGH SCHOOL,Louisville,KY,0.0,0.0,0.0
ASSURANCE LEARNING ACADEMY,Lancaster,Los Angeles,12.0,6.0,0.0
ASTANA GARDEN SCHOOL,nan,nan,0.0,0.0,0.0
ASTORIA SENIOR HIGH SCHOOL,Astoria,OR,0.0,0.0,0.0
ASU PREP ACAD - CASA GRANDE HS,Casa Grande,AZ,0.0,0.0,0.0
ASU PREP ACADEMY - PHOENIX,Phoenix,AZ,0.0,0.0,0.0
